review_date,handle,helpfulness_rating,review,sentiment,combined_text,cleaned_text,num_tokens
16-May-21,D N.,,Worst coffee pot ever! Don’t waste your money. Have both the older versions of this and loved them. Bought this one for that reason. This coffee pot leaks every time you pour a cup. Ends up a puddle on the countertop. I will be throwing this one out and going with a completely different brand.,negative,Worst coffee pot ever! Don’t waste your money. Have both the older versions of this and loved them. Bought this one for that reason. This coffee pot leaks every time you pour a cup. Ends up a puddle on the countertop. I will be throwing this one out and going with a completely different brand.,bad coffee pot ever waste money old version love buy one reason coffee pot leak every time pour cup end puddle countertop throw one go completely different brand,28
18-Apr-21,Marcos Rangel,,"I really like the coffee flavor however, everytime we move the coffee pot, we have noticed the coffee leaking and water all over the counter. We thought it was that we weren't putting the cup under all the way but today we noticed a small stream coming from the top of the coffee pot and it continued leaking.",negative,"I really like the coffee flavor however, everytime we move the coffee pot, we have noticed the coffee leaking and water all over the counter. We thought it was that we weren't putting the cup under all the way but today we noticed a small stream coming from the top of the coffee pot and it continued leaking.",really like coffee flavor however everytime move coffee pot notice coffee leaking water counter think put cup way today notice small stream come top coffee pot continue leak,28
16-Jan-20,nicole,,"We have had our first of this same model replaced (Amazon was great with this) because it stopped brewing mid pot, and we had to turn it on and off, 2-3 times to get a full pot. Well, now it is happening on the replacement! we will never purchase Hamilton beach product again.",negative,"We have had our first of this same model replaced (Amazon was great with this) because it stopped brewing mid pot, and we had to turn it on and off, 2-3 times to get a full pot. Well, now it is happening on the replacement! we will never purchase Hamilton beach product again.",first model replace amazon great stop brew mid pot turn time get full pot well happen replacement never purchase hamilton beach product,22
7-May-20,cmor,,"Where do I start? First, you have to hold the maker down to keep it from moving while filling your cup. Too small of drip tray. I've had this maker about a month and it has started to stop brewing in the middle of the cycle. I had to shut off and back on 4 times to brew 12 cups.",negative,"Where do I start? First, you have to hold the maker down to keep it from moving while filling your cup. Too small of drip tray. I've had this maker about a month and it has started to stop brewing in the middle of the cycle. I had to shut off and back on 4 times to brew 12 cups.",start first hold maker keep move fill cup small drip tray maker month start stop brewing middle cycle shut back time brew 12 cup,24
17-Mar-21,Sarah Betts,,This is absolutely the worst coffee maker I have ever purchased!!!  The first one didn't work at all.  The replacement leaks every time I make coffee.  I am so tired of it that I am going to throw it away and use a regular coffee maker.  It has stained my hard surface counter tops so much that I don't think it will ever come clean.  Would never buy again!!!,negative,This is absolutely the worst coffee maker I have ever purchased!!!  The first one didn't work at all.  The replacement leaks every time I make coffee.  I am so tired of it that I am going to throw it away and use a regular coffee maker.  It has stained my hard surface counter tops so much that I don't think it will ever come clean.  Would never buy again!!!,absolutely bad coffee maker ever purchase first one work replacement leak every time make coffee tired go throw away use regular coffee maker stain hard surface counter top much think ever come clean would never buy,36
6-Nov-14,Helen Van Pelt,,"I've had two other brewstations, but this one is not up to HBs usual standards.  We found it more difficult to use due to shape and position of the bar you push your cup against to get coffee.  Just doesn't work well.  Lots of water accumulates inside coffee maker along with quite a bit of condensation.  Seems like a breeding ground for germs.  I complained to Hamilton Beach and they offered to replace with another model of comparable price if I paid shipping.  I did this and am very happy with new model.",negative,"I've had two other brewstations, but this one is not up to HBs usual standards.  We found it more difficult to use due to shape and position of the bar you push your cup against to get coffee.  Just doesn't work well.  Lots of water accumulates inside coffee maker along with quite a bit of condensation.  Seems like a breeding ground for germs.  I complained to Hamilton Beach and they offered to replace with another model of comparable price if I paid shipping.  I did this and am very happy with new model.",two brewstations one hbs usual standard find difficult use due shape position bar push cup get coffee work well lot water accumulates inside coffee maker along quite bit condensation seem like breed ground germ complain hamilton beach offer replace another model comparable price pay shipping happy new model,48
12-Dec-14,Stephen K.,2,"Im gonna take pleasure in writing this review. THIS PIECE OF CRAP. I bought this liking the idea of pushing cup against the drip spout,or whatever its called. It didnt have a coffee pot. The 1st cup comes out fast and usually hot,but after that,coffee comes out slow and doesnt seem to stay even barely warm. Checked settings and came to a conclusion,which is why I write this review. Its garbage. Dont buy. Look elsewhere and if you do buy and have same problems as I do,dont say I didnt tell you.",negative,"Im gonna take pleasure in writing this review. THIS PIECE OF CRAP. I bought this liking the idea of pushing cup against the drip spout,or whatever its called. It didnt have a coffee pot. The 1st cup comes out fast and usually hot,but after that,coffee comes out slow and doesnt seem to stay even barely warm. Checked settings and came to a conclusion,which is why I write this review. Its garbage. Dont buy. Look elsewhere and if you do buy and have same problems as I do,dont say I didnt tell you.",im gonna take pleasure write review piece crap buy like idea push cup drip spout whatever call didnt coffee pot 1st cup come fast usually hot coffee come slow doesnt seem stay even barely warm check setting come conclusion write review garbage dont buy look elsewhere buy problem dont say didnt tell,52
4-Jan-20,MSink,,The coffee maker stopped working after 7 uses. I filed a warranty claim with Hamilton beach. After 6 weeks and several Facebook complaints they finally responded. In my impatience with their warranty service I took the coffee maker apart and found burnt wires. I sent what I found to them to which they responded that it’s no longer under warranty because I disassembled it.,negative,The coffee maker stopped working after 7 uses. I filed a warranty claim with Hamilton beach. After 6 weeks and several Facebook complaints they finally responded. In my impatience with their warranty service I took the coffee maker apart and found burnt wires. I sent what I found to them to which they responded that it’s no longer under warranty because I disassembled it.,coffee maker stop work us file warranty claim hamilton beach week several facebook complaint finally respond impatience warranty service take coffee maker apart find burnt wire send find respond longer warranty disassemble,32
22-Mar-19,yawnny,,"Bought this in Dec. of last year.  Is dead. . . . 4 months later!  Just stopped working!  No power, no lights, nothing!",negative,"Bought this in Dec. of last year.  Is dead. . . . 4 months later!  Just stopped working!  No power, no lights, nothing!",buy dec last year dead month later stop work power light nothing,12
5-Oct-20,Ronnie,,"At first I thought this was pretty cool, boy was I wrong! EVERY TIME I used this And it leak all over the counter and this was daily!!! I had to put a towel under it to save my counter. Just a mess! Wish I could send it back.",negative,"At first I thought this was pretty cool, boy was I wrong! EVERY TIME I used this And it leak all over the counter and this was daily!!! I had to put a towel under it to save my counter. Just a mess! Wish I could send it back.",first thought pretty cool boy wrong every time use leak counter daily put towel save counter mess wish could send back,21
21-Dec-18,Tiffany S.,,"We were so excited to get this design of coffee maker as we loved the design and the easy clean up! But after 6 months, it would only make a cup of coffee at a time regardless of how much water we put in.  We would have to keep pressing the brew button to brew another cup of coffee.  We tried to look internally to see why this was happening but could not figure it out. Finally, after about a month of doing this, we got frustrated and bought another coffee maker with the glass pot :(  I truly miss when this coffee pot was working.",negative,"We were so excited to get this design of coffee maker as we loved the design and the easy clean up! But after 6 months, it would only make a cup of coffee at a time regardless of how much water we put in.  We would have to keep pressing the brew button to brew another cup of coffee.  We tried to look internally to see why this was happening but could not figure it out. Finally, after about a month of doing this, we got frustrated and bought another coffee maker with the glass pot :(  I truly miss when this coffee pot was working.",excite get design coffee maker love design easy clean month would make cup coffee time regardless much water put would keep press brew button brew another cup coffee try look internally see happen could figure finally month get frustrate buy another coffee maker glass pot truly miss coffee pot work,50
23-Aug-20,M Brown,,"I was really looking forward to getting my new coffee pot.  However, I was so disappointed to find that it leaked coffee all over my beautiful, new quartz countertop.  Hamilton Beach needs to figure this problem out because I noticed that other customers were having trouble with leaks also. Too bad!  I really liked the design of this machine.",negative,"I was really looking forward to getting my new coffee pot.  However, I was so disappointed to find that it leaked coffee all over my beautiful, new quartz countertop.  Hamilton Beach needs to figure this problem out because I noticed that other customers were having trouble with leaks also. Too bad!  I really liked the design of this machine.",really look forward get new coffee pot however disappointed find leak coffee beautiful new quartz countertop hamilton beach need figure problem notice customer trouble leak also bad really like design machine,31
12-Apr-21,Dorothy,,Did not like this coffeemaker.  Coffee was hot but leaked when dispensing into cup.  Coffee ran down outside of the coffeemaker.  It must have run back into heating element because it shorted out.  We could smell melting plastic.  Turned off and unplugged.  Tried it the following morning and would not turn on.  Returned for refund.  Worked about 2 weeks.,negative,Did not like this coffeemaker.  Coffee was hot but leaked when dispensing into cup.  Coffee ran down outside of the coffeemaker.  It must have run back into heating element because it shorted out.  We could smell melting plastic.  Turned off and unplugged.  Tried it the following morning and would not turn on.  Returned for refund.  Worked about 2 weeks.,like coffeemaker coffee hot leak dispense cup coffee run outside coffeemaker must run back heating element short could smell melt plastic turn unplugged try follow morning would turn return refund work week,32
14-Aug-20,CCooper1392631,,"Had for a few weeks and started leaking coffee from bottom as well as from dispenser. Flavor was ok at least but wanted to make coffee, not a mess. Not a good buy.",negative,"Had for a few weeks and started leaking coffee from bottom as well as from dispenser. Flavor was ok at least but wanted to make coffee, not a mess. Not a good buy.",week start leak coffee bottom well dispenser flavor ok least want make coffee mess good buy,16
21-Jun-20,Robert Rabinowitz,,"I bought this coffee maker 3 months ago. I used it everyday and loved every cup. Yesterday it started leaking coffee all over the counter. Now it's a hunk of junk. Super disappointed. I would give 1 star, but the 3 months I had it were wonderful. RIP Hamilton Beach 12-Cup Coffee Maker, Programmable BrewStation Dispensing Coffee Machine. You will be missed.",negative,"I bought this coffee maker 3 months ago. I used it everyday and loved every cup. Yesterday it started leaking coffee all over the counter. Now it's a hunk of junk. Super disappointed. I would give 1 star, but the 3 months I had it were wonderful. RIP Hamilton Beach 12-Cup Coffee Maker, Programmable BrewStation Dispensing Coffee Machine. You will be missed.",buy coffee maker month ago use everyday love every cup yesterday start leak coffee counter hunk junk super disappoint would give star month wonderful rip hamilton beach 12 cup coffee maker programmable brewstation dispense coffee machine miss,37
21-Apr-21,Jeremy,One,Bought this to replace 11 year old same model that was worn out but still worked. ... the new version leaks around the area that the coffee is dispensed from every time a cup is put against it.,negative,Bought this to replace 11 year old same model that was worn out but still worked. ... the new version leaks around the area that the coffee is dispensed from every time a cup is put against it.,buy replace 11 year old model wear still work new version leak around area coffee dispense every time cup put,20
21-Sep-18,Kindle Customer,One,"This coffee maker was a huge disappointment.  While it is easy to set up and use, it needs some kind of back support such as a wall or lower counter. The steam coming from the back during brewing caused damage to the wall. Now I have to keep a towel under the machine because over the course of a few days it leaks and I have more coffee on the counter than in the pot.",negative,"This coffee maker was a huge disappointment.  While it is easy to set up and use, it needs some kind of back support such as a wall or lower counter. The steam coming from the back during brewing caused damage to the wall. Now I have to keep a towel under the machine because over the course of a few days it leaks and I have more coffee on the counter than in the pot.",coffee maker huge disappointment easy set use need kind back support wall low counter steam come back brewing cause damage wall keep towel machine course day leaks coffee counter pot,30
25-Dec-19,TheBusyBee,,"Coffee didn't get hot enough, replaced with a different Hamilton Beach unit that got the coffee nice and hot.",negative,"Coffee didn't get hot enough, replaced with a different Hamilton Beach unit that got the coffee nice and hot.",coffee get hot enough replace different hamilton beach unit get coffee nice hot,13
19-Oct-16,janis fitch,One,"This is one of the messiest coffee makers I have ever used, The top assembly requires the coffee basket as well as the coffee reservoir to be removed each time a new batch needs to be brewed. Both pieces drip when removed. Then there is the challenge of refilling the reservoir to dump it into the machine, which seems very inefficient. I was also not happy with the fact that the warmer could not be reset after the auto shut off engaged. The machine will only turn back on after a new batch is brewed. One positive note - it did make tasty coffee.",negative,"This is one of the messiest coffee makers I have ever used, The top assembly requires the coffee basket as well as the coffee reservoir to be removed each time a new batch needs to be brewed. Both pieces drip when removed. Then there is the challenge of refilling the reservoir to dump it into the machine, which seems very inefficient. I was also not happy with the fact that the warmer could not be reset after the auto shut off engaged. The machine will only turn back on after a new batch is brewed. One positive note - it did make tasty coffee.",one messy coffee maker ever use top assembly require coffee basket well coffee reservoir remove time new batch need brew piece drip remove challenge refill reservoir dump machine seem inefficient also happy fact warmer could reset auto shut engage machine turn back new batch brew one positive note make tasty coffee,51
24-Jun-17,Kindle Customer,One,I have had to of theses and after using one for 7 months and one for 1 year they leak for fee all over the counter. Loved it but am going with a different coffee maker due to the coffee leaking all over the cabinet. I have made sure there are no grounds. I get a cup of coffee and it stops when I release the bar but go back and it has filled the holder. Then over night it leaks all over the counters.,negative,I have had to of theses and after using one for 7 months and one for 1 year they leak for fee all over the counter. Loved it but am going with a different coffee maker due to the coffee leaking all over the cabinet. I have made sure there are no grounds. I get a cup of coffee and it stops when I release the bar but go back and it has filled the holder. Then over night it leaks all over the counters.,thesis use one month one year leak fee counter love go different coffee maker due coffee leak cabinet make sure ground get cup coffee stop release bar go back fill holder night leak counter,34
25-Dec-19,Renee Butler,,Had a crusinant in shopping cart. Bought for my daughter as Christmas gift. Not sure if she liked it cause not what I wanted. Hope it works for her needs,negative,Had a crusinant in shopping cart. Bought for my daughter as Christmas gift. Not sure if she liked it cause not what I wanted. Hope it works for her needs,crusinant shop cart buy daughter christmas gift sure like cause want hope work need,14
7-Feb-18,Coralee Lennert,,"You can never get all the coffee you brewed without take it apart. Why in the world would I not want it straight from the area on the front that it is supposed to come out of and instead take two part off to pour it out of the coffee internal components? The metal piece between the internal carafe and the bottom has essentially burnt coffee liquid. Not even sure how the coffee gets in between those two spots. Huge waste of water and coffee. Option to keep it hot for 4 hours, which i was so excited about, but the coffee is never actually hot. If you want luke warm coffee and only about 2/3 of what you put in it, this is for you!",negative,"You can never get all the coffee you brewed without take it apart. Why in the world would I not want it straight from the area on the front that it is supposed to come out of and instead take two part off to pour it out of the coffee internal components? The metal piece between the internal carafe and the bottom has essentially burnt coffee liquid. Not even sure how the coffee gets in between those two spots. Huge waste of water and coffee. Option to keep it hot for 4 hours, which i was so excited about, but the coffee is never actually hot. If you want luke warm coffee and only about 2/3 of what you put in it, this is for you!",never get coffee brew without take apart world would want straight area front suppose come instead take two part pour coffee internal component metal piece internal carafe bottom essentially burnt coffee liquid even sure coffee get two spot huge waste water coffee option keep hot hour excited coffee never actually hot want luke warm coffee put,56
31-Jan-21,Carolyn Thompson,,I purchased this coffee pot and it drips down the front of the machine and from inside the machine all over the counter top.  Amazon replaced it and the second one drips worse.  The drips are where the front chrome plate attaches to the pot and also from inside the pot.  I cannot use with all the mess.  Purchased a Cuisinart from Amazon and completely satisfied.,negative,I purchased this coffee pot and it drips down the front of the machine and from inside the machine all over the counter top.  Amazon replaced it and the second one drips worse.  The drips are where the front chrome plate attaches to the pot and also from inside the pot.  I cannot use with all the mess.  Purchased a Cuisinart from Amazon and completely satisfied.,purchase coffee pot drip front machine inside machine counter top amazon replace second one drip bad drip front chrome plate attache pot also inside pot cannot use mess purchase cuisinart amazon completely satisfy,33
20-Dec-18,Jessica Brown,,"I loved this coffee maker for the first couple of weeks that I owned it. However, it leaks all over my counter and onto the floor every single day now. I have tried making less coffee, but if you are in a hurry and leave ANY coffee in the reservoir, it will leak out, no matter if the machine is on or off. So I will be ordering a different brand.",negative,"I loved this coffee maker for the first couple of weeks that I owned it. However, it leaks all over my counter and onto the floor every single day now. I have tried making less coffee, but if you are in a hurry and leave ANY coffee in the reservoir, it will leak out, no matter if the machine is on or off. So I will be ordering a different brand.",love coffee maker first couple week own however leak counter onto floor every single day try make less coffee hurry leave coffee reservoir leak matter machine order different brand,29
24-Jul-18,K. Guy-Verstraete,,"3rd  purchase of this brand.... first one (years ago) worked great for years the 2nd started leaking all over the counter top and floor, 3rd one in 7 mos of use the program feature has quit working (sorry HB never again) unless you fix the numerous bugs and cheap faulty workmanship.",negative,"3rd  purchase of this brand.... first one (years ago) worked great for years the 2nd started leaking all over the counter top and floor, 3rd one in 7 mos of use the program feature has quit working (sorry HB never again) unless you fix the numerous bugs and cheap faulty workmanship.",3rd purchase brand first one year ago work great year 2nd start leak counter top floor 3rd one mo use program feature quit work sorry hb never unless fix numerous bug cheap faulty workmanship,34
28-Oct-20,Robert M. Ulatt,,Unit leaked water from the very first time we tried to use it.  We returned it and got a different brand,negative,Unit leaked water from the very first time we tried to use it.  We returned it and got a different brand,unit leak water first time try use return get different brand,11
28-Dec-20,Amazon Customer,,"We've been using this brand and model coffee pot for 15 years, however this one leaked all over out countertop - a complete mess. Not sure what's going on - returned it,received the replacement and the replacement also leaked coffee all over.",negative,"We've been using this brand and model coffee pot for 15 years, however this one leaked all over out countertop - a complete mess. Not sure what's going on - returned it,received the replacement and the replacement also leaked coffee all over.",use brand model coffee pot 15 year however one leak countertop complete mess sure go return receive replacement replacement also leak coffee,22
25-Jun-21,GMK,,"Delivered broken - a lack of qaulity control issue. With that being said, I have owned this model for 10 years and will likely re-order beacuse its the best potless drip machine.",negative,"Delivered broken - a lack of qaulity control issue. With that being said, I have owned this model for 10 years and will likely re-order beacuse its the best potless drip machine.",deliver broken lack qaulity control issue say own model 10 year likely order beacuse best potless drip machine,18
1-Dec-19,SLR,,Bought on June 30. By November 1 the reservoir top broke off and the top where the coffee filter goes in broke as well. Not very sturdy...would think twice about buying a Hamilton Beach coffee maker again.,negative,Bought on June 30. By November 1 the reservoir top broke off and the top where the coffee filter goes in broke as well. Not very sturdy...would think twice about buying a Hamilton Beach coffee maker again.,buy june 30 november reservoir top break top coffee filter go broke well sturdy would think twice buy hamilton beach coffee maker,22
11-Jul-21,Lil Trelfa,,Coffee does not stay hot and time stopped working after a week,negative,Coffee does not stay hot and time stopped working after a week,coffee stay hot time stop work week,7
24-Jun-19,Kara,,"After brewing, it sounds like the coffee is boiling. I’ve noticed some water leaking behind the machine a couple of times. I thought about returning it but seems like a lot of trouble. I only bought this so we wouldn’t have another glass carafe to break and replace but I think there are better coffee makers out there for the money.",negative,"After brewing, it sounds like the coffee is boiling. I’ve noticed some water leaking behind the machine a couple of times. I thought about returning it but seems like a lot of trouble. I only bought this so we wouldn’t have another glass carafe to break and replace but I think there are better coffee makers out there for the money.",brew sound like coffee boil notice water leak behind machine couple time think return seem like lot trouble buy another glass carafe break replace think good coffee maker money,29
6-Oct-17,E,One,"Purchased in January. LCD started to fail in February. Started mysteriously leaking water over the summer. Died completely in October. Absolutely not worth the money, and to top it all off, the coffee tasted scorched after about an hour in the reservoir.",negative,"Purchased in January. LCD started to fail in February. Started mysteriously leaking water over the summer. Died completely in October. Absolutely not worth the money, and to top it all off, the coffee tasted scorched after about an hour in the reservoir.",purchase january lcd start fail february start mysteriously leak water summer die completely october absolutely worth money top coffee taste scorch hour reservoir,23
28-Nov-20,Tara Heylman,,"I love that there is no carafe. It’s difficult to find coffee makers without them now. This one does the job of making the coffee, it tastes good, but it leaks when you push your cup for coffee. Drips down from behind the push button.",negative,"I love that there is no carafe. It’s difficult to find coffee makers without them now. This one does the job of making the coffee, it tastes good, but it leaks when you push your cup for coffee. Drips down from behind the push button.",love carafe difficult find coffee maker without one job make coffee taste good leak push cup coffee drip behind push button,21
14-Mar-20,Julie,,We bought two and both worked well for a while but then would leak coffee from the bottom if the pot wasn’t emptied. Then with the new one it would still seep through a little bit even if it was emptied before it was completely emptied. Don’t waste your money.,negative,We bought two and both worked well for a while but then would leak coffee from the bottom if the pot wasn’t emptied. Then with the new one it would still seep through a little bit even if it was emptied before it was completely emptied. Don’t waste your money.,buy two work well would leak coffee bottom pot empty new one would still seep little bit even empty completely emptied waste money,23
10-Feb-15,THERESA,2,"I purchased this coffee-maker approximately 2 years ago.  Initially, I really liked this coffee maker without having to deal with a carafe. I realized that my coffee-maker is utilized everyday. After, the first year the coffee-maker started to leak onto my counter and never seem to guarantee a hot cup.  I followed the manufacturers instructions for maintenance on cleaning as directed.  However, the leaking gradually increased after each use therefore, I had to terminate using this appliance.",negative,"I purchased this coffee-maker approximately 2 years ago.  Initially, I really liked this coffee maker without having to deal with a carafe. I realized that my coffee-maker is utilized everyday. After, the first year the coffee-maker started to leak onto my counter and never seem to guarantee a hot cup.  I followed the manufacturers instructions for maintenance on cleaning as directed.  However, the leaking gradually increased after each use therefore, I had to terminate using this appliance.",purchase coffee maker approximately year ago initially really like coffee maker without deal carafe realize coffee maker utilize everyday first year coffee maker start leak onto counter never seem guarantee hot cup follow manufacturer instruction maintenance cleaning direct however leak gradually increase use therefore terminate use appliance,47
19-Jan-16,Amazon Customer,One,"I had a previous Hamilton Beach coffee pot and it lasted for years without issue. Bought this model when the previous one stopped working. The water condenses on the lid and leaks into the area underneath the coffee reservoir and needs to be dumped out after ever pot of coffee. I have contacted Hamilton Beach about this and they say that ""there is no remedy for this occurrence"". They are willing to replace the coffee pot but you have to call the customer service line which either 1) has a 2 hour wait to talk to someone or 2) has technical difficulties and are unable to take calls.  Also, there is no convenient way to dump out the water without getting it all over. It makes great coffee but it's not worth the hassle of dealing with the water or trying to deal with the customer service reps.",negative,"I had a previous Hamilton Beach coffee pot and it lasted for years without issue. Bought this model when the previous one stopped working. The water condenses on the lid and leaks into the area underneath the coffee reservoir and needs to be dumped out after ever pot of coffee. I have contacted Hamilton Beach about this and they say that ""there is no remedy for this occurrence"". They are willing to replace the coffee pot but you have to call the customer service line which either 1) has a 2 hour wait to talk to someone or 2) has technical difficulties and are unable to take calls.  Also, there is no convenient way to dump out the water without getting it all over. It makes great coffee but it's not worth the hassle of dealing with the water or trying to deal with the customer service reps.",previous hamilton beach coffee pot last year without issue buy model previous one stop work water condense lid leak area underneath coffee reservoir need dump ever pot coffee contact hamilton beach say remedy occurrence willing replace coffee pot call customer service line either hour wait talk someone technical difficulty unable take call also convenient way dump water without get make great coffee worth hassle deal water try deal customer service rep,71
4-Nov-15,Linna,,"I am very dissappointed in this coffee maker! This is the only kind we buy, and have never had problems..this one makes more noise after coffee is brewed than when it is actually brewing! I let it finish and shut it off, it drives me crazy...a sizzling snapping and crackling sound is what happens after brewed. Really don't trust that it is too safe actually! All done with BREW STATIONS.......",negative,"I am very dissappointed in this coffee maker! This is the only kind we buy, and have never had problems..this one makes more noise after coffee is brewed than when it is actually brewing! I let it finish and shut it off, it drives me crazy...a sizzling snapping and crackling sound is what happens after brewed. Really don't trust that it is too safe actually! All done with BREW STATIONS.......",dissappointed coffee maker kind buy never problem one make noise coffee brew actually brew let finish shut drive crazy sizzle snapping crackle sound happen brew really trust safe actually do brew station,32
26-Jun-20,alice handeguand,,"I’ve had several Hamilton Beach brew systems but this one is terrible, doesn’t keep the coffee hot,  it takes 35 minutes to brew 6-8 cups!  It’s not the quality and we are very disappointed!!",negative,"I’ve had several Hamilton Beach brew systems but this one is terrible, doesn’t keep the coffee hot,  it takes 35 minutes to brew 6-8 cups!  It’s not the quality and we are very disappointed!!",several hamilton beach brew system one terrible keep coffee hot take 35 minute brew cup quality disappointed,17
29-Jan-21,KC,,This is a terrible choice of coffee makers. Flawed design leaks coffee when dispensing making the worst possible mess on your counters. Worst purchase I have made on Amazon so far! Also heats coffee until it’s burned inside tasting terrible.,negative,This is a terrible choice of coffee makers. Flawed design leaks coffee when dispensing making the worst possible mess on your counters. Worst purchase I have made on Amazon so far! Also heats coffee until it’s burned inside tasting terrible.,terrible choice coffee maker flaw design leak coffee dispense make bad possible mess counter worst purchase make amazon far also heats coffee burn inside taste terrible,26
23-Oct-20,bopeeps,,I liked the convenience of the dispenser but the plastic around the warmer plate seemed to shrink or melt away and now once you make coffee it leaks out of the reservoir into the coffee maker and onto the counter.  The machine was only in use for 3 months and was used once a day.,negative,I liked the convenience of the dispenser but the plastic around the warmer plate seemed to shrink or melt away and now once you make coffee it leaks out of the reservoir into the coffee maker and onto the counter.  The machine was only in use for 3 months and was used once a day.,like convenience dispenser plastic around warmer plate seem shrink melt away make coffee leak reservoir coffee maker onto counter machine use month use day,24
18-Jun-20,Pat Lavin,,"After a little more than 2 1/2 months, this machine stopped working. You would be taking a chance, by purchasing it.",negative,"After a little more than 2 1/2 months, this machine stopped working. You would be taking a chance, by purchasing it.",little month machine stop work would take chance purchase,9
11-Jan-16,Rob Alson,,"I love the idea of a machine without a carafe so I bought this unit just a few days back. However, I am a bit disappointed with it. My main issue is the temperature of the coffee: It does not come out hot enough and I am having to put the cup into the microwave for a few seconds to get the coffee from warm to hot, which is annoying. Anybody else having this issue?",negative,"I love the idea of a machine without a carafe so I bought this unit just a few days back. However, I am a bit disappointed with it. My main issue is the temperature of the coffee: It does not come out hot enough and I am having to put the cup into the microwave for a few seconds to get the coffee from warm to hot, which is annoying. Anybody else having this issue?",love idea machine without carafe buy unit day back however bit disappointed main issue temperature coffee come hot enough put cup microwave second get coffee warm hot annoy anybody else issue,31
21-Aug-14,shinola,,"We received this same coffeemaker a year ago and although we liked it, it got so it would brew a full 8 cups, quite often the water would stay in the filling reservoir..  Than it got so it wouldn't heat anymore.  Thinking we just got a bad one, we ordered this one a month ago and now we are having trouble with all the water going from the fill reservoir. into the pot for brewing, again.  About ready to give up on this type of pot.  We each have one cup each morning so it is not like it gets overused.",negative,"We received this same coffeemaker a year ago and although we liked it, it got so it would brew a full 8 cups, quite often the water would stay in the filling reservoir..  Than it got so it wouldn't heat anymore.  Thinking we just got a bad one, we ordered this one a month ago and now we are having trouble with all the water going from the fill reservoir. into the pot for brewing, again.  About ready to give up on this type of pot.  We each have one cup each morning so it is not like it gets overused.",receive coffeemaker year ago although like get would brew full cup quite often water would stay filling reservoir get heat anymore think get bad one order one month ago trouble water go fill reservoir pot brewing ready give type pot one cup morning like get overused,46
10-Jan-18,Dwight Long,,"Purchased this coffee maker Sept 2016. Worked great until today. Now the maker will not stay on and the front display flashes ""Add Water:"" Doubt I will try another one, since this one only lasted 4 months. Do like the concept of no coffee pot. May be wise to look at other models.",negative,"Purchased this coffee maker Sept 2016. Worked great until today. Now the maker will not stay on and the front display flashes ""Add Water:"" Doubt I will try another one, since this one only lasted 4 months. Do like the concept of no coffee pot. May be wise to look at other models.",purchase coffee maker sept 2016 work great today maker stay front display flash add water doubt try another one since one lasted month like concept coffee pot may wise look model,31
9-Jul-18,Ward M.,,These are normally pretty good.  They usually last a couple of years.  This one is making an electrical buzzing noise after less than 3 months,negative,These are normally pretty good.  They usually last a couple of years.  This one is making an electrical buzzing noise after less than 3 months,normally pretty good usually last couple year one make electrical buzzing noise less month,14
12-Jan-17,RD,,"Purchased this coffee maker to replace my old Hamilton Beach Brewstation. I like the brew and serve feature. The big con is the warming plate, it get too hot and burns coffee. The point of the brewstation is the insulated coffee reservoir which requires minimal heat to keep the coffee hot. HB failed on this key feature. My old Brewstation excelled at keeping coffee war.",negative,"Purchased this coffee maker to replace my old Hamilton Beach Brewstation. I like the brew and serve feature. The big con is the warming plate, it get too hot and burns coffee. The point of the brewstation is the insulated coffee reservoir which requires minimal heat to keep the coffee hot. HB failed on this key feature. My old Brewstation excelled at keeping coffee war.",purchase coffee maker replace old hamilton beach brewstation like brew serve feature big con warm plate get hot burn coffee point brewstation insulated coffee reservoir require minimal heat keep coffee hot hb fail key feature old brewstation excel keep coffee war,41
24-May-14,mastiff1winter,2,"ran clear water through brand new brew station without any problems, yet... when I added ground coffee beans to the  coffee basket for my first brewed coffee, at least half of the water leaked out all over the counter. apparently the machine cannot handle freshly ground coffee beans. I immediately called amazon and they refunded my monies and paid for the return of the brew station, which is wonderful-good, yet I wish the appliance would have worked as advertised.",negative,"ran clear water through brand new brew station without any problems, yet... when I added ground coffee beans to the  coffee basket for my first brewed coffee, at least half of the water leaked out all over the counter. apparently the machine cannot handle freshly ground coffee beans. I immediately called amazon and they refunded my monies and paid for the return of the brew station, which is wonderful-good, yet I wish the appliance would have worked as advertised.",ran clear water brand new brew station without problem yet add ground coffee bean coffee basket first brew coffee least half water leak counter apparently machine cannot handle freshly ground coffee bean immediately call amazon refund monies pay return brew station wonderful good yet wish appliance would work advertised,49
29-Sep-19,Flavia A,,"leaks after a year, after two you can barely have a cup of coffee since 60% of a pour goes to the counter. The volume that gets out of it is so little that to fill an 8oz cup could take 2 minutes. for real!!!",negative,"leaks after a year, after two you can barely have a cup of coffee since 60% of a pour goes to the counter. The volume that gets out of it is so little that to fill an 8oz cup could take 2 minutes. for real!!!",leak year two barely cup coffee since 60 pour go counter volume get little fill 8oz cup could take minute real,21
