review_date,handle,helpfulness_rating,review,sentiment,combined_text,cleaned_text,num_tokens
26-Aug-18,Amazon Customer,,Loves this coffee pot and wouldn't ever go back to a different kind of coffee pot.,positive,Loves this coffee pot and wouldn't ever go back to a different kind of coffee pot.,love coffee pot ever go back different kind coffee pot,10
11-Jan-13,Amazon Customer,3,"I bought 2 of these, one for me and one for my daughter.  After a few tries we finally got the hang of how to make our coffee.  We both agree:  The coffee is great, so good.... the brewstation is easy to clean, easy to serve the and very easy to figure out how to program it. Getting up at 6:00a.m. and smelling my coffee is a delight.  We also love the fact that it has directions on how to make iced coffee! I've read comments about how it slides on the counter when serving, my solution was to put a paper towel or a nice dish cloth under it to protect my counter from spills and the great side effect is the pot does'nt move, so no problems so far.  To us it is worth it. Maria Grace and Corinne",positive,"I bought 2 of these, one for me and one for my daughter.  After a few tries we finally got the hang of how to make our coffee.  We both agree:  The coffee is great, so good.... the brewstation is easy to clean, easy to serve the and very easy to figure out how to program it. Getting up at 6:00a.m. and smelling my coffee is a delight.  We also love the fact that it has directions on how to make iced coffee! I've read comments about how it slides on the counter when serving, my solution was to put a paper towel or a nice dish cloth under it to protect my counter from spills and the great side effect is the pot does'nt move, so no problems so far.  To us it is worth it. Maria Grace and Corinne",bought one one daughter try finally get hang make coffee agree coffee great good brewstation easy clean easy serve easy figure program get 00a smell coffee delight also love fact direction make iced coffee read comment slide counter serve solution put paper towel nice dish cloth protect counter spill great side effect pot nt move problem far u worth maria grace corinne,62
20-Apr-20,vw lover,,"I loved my first one so much, I replaced it with this new one.  I had the old one for years!  Great tasting coffee to the end!",positive,"I loved my first one so much, I replaced it with this new one.  I had the old one for years!  Great tasting coffee to the end!",love first one much replace new one old one year great taste coffee end,14
1-Aug-19,Patricia Stidam,,This is the third coffee maker.  One is in our RV an the new on in our home.  We love the ease of making coffee and you can adjust the flavor depending on how much coffee used.,positive,This is the third coffee maker.  One is in our RV an the new on in our home.  We love the ease of making coffee and you can adjust the flavor depending on how much coffee used.,third coffee maker one rv new home love ease make coffee adjust flavor depend much coffee use,17
31-Aug-19,Melvyn A. Sacks,,"Easy to use, and makes good coffee.",positive,"Easy to use, and makes good coffee.",easy use make good coffee,5
24-Nov-17,F. Kimper,,I have never had a coffee maker without a carafe.  This one makes the coffee very quickly.  Easy to clean and fill.  Like that there is no carafe to break.  I hope the dispenser seal lasts as there seems no way to replace it.,positive,I have never had a coffee maker without a carafe.  This one makes the coffee very quickly.  Easy to clean and fill.  Like that there is no carafe to break.  I hope the dispenser seal lasts as there seems no way to replace it.,never coffee maker without carafe one make coffee quickly easy clean fill like carafe break hope dispenser seal last seem way replace,22
16-Dec-19,Amazon Customer,,Seems to work alright. My husband makes and drinks the coffee so can’t tell you how flavor is.,positive,Seems to work alright. My husband makes and drinks the coffee so can’t tell you how flavor is.,seem work alright husband make drink coffee tell flavor,9
27-Oct-15,Buzz,,"This is the 3rd one we have purchased.  We love the convenience of not having a carafe.  However it seems they all develop internal leaks that create puddles of water inside that eventually leak out onto the counter.  Wish they could find a way to stop this. However, we deal with it because we love the way it brews our coffee.",positive,"This is the 3rd one we have purchased.  We love the convenience of not having a carafe.  However it seems they all develop internal leaks that create puddles of water inside that eventually leak out onto the counter.  Wish they could find a way to stop this. However, we deal with it because we love the way it brews our coffee.",3rd one purchase love convenience carafe however seem develop internal leak create puddle water inside eventually leak onto counter wish could find way stop however deal love way brew coffee,30
15-Jan-20,Sharron Spielmann,,The button you press to dispense the coffee isn’t flat so if your cup isn’t pressing evenly on the button your cup slips off and the coffee spills out of your cup,positive,The button you press to dispense the coffee isn’t flat so if your cup isn’t pressing evenly on the button your cup slips off and the coffee spills out of your cup,button press dispense coffee flat cup press evenly button cup slip coffee spill cup,14
24-Feb-20,Jerrie Romero,,Don’t have to pick up a glass pot and have it fall and break,positive,Don’t have to pick up a glass pot and have it fall and break,pick glass pot fall break,5
12-Aug-17,Tarah Rodriguez,,I thought this was a Great buy at first.  The coffee maker worked great but died on me within 2 years.. I guess that’s what you can expect for the price.,positive,I thought this was a Great buy at first.  The coffee maker worked great but died on me within 2 years.. I guess that’s what you can expect for the price.,thought great buy first coffee maker work great die within year guess expect price,14
25-Jul-19,Douglas D Morgan,,I have had three of these over the years and all have been very good.  I like this new model as it is easier to use and works very well.,positive,I have had three of these over the years and all have been very good.  I like this new model as it is easier to use and works very well.,three year good like new model easy use work well,10
20-Nov-19,Dorothy K Grady,,"Love the idea no carafe to deal with, easy tp use and clean. Coffee taste great.",positive,"Love the idea no carafe to deal with, easy tp use and clean. Coffee taste great.",love idea carafe deal easy tp use clean coffee taste great,11
17-Jan-17,ellen,One,My husband has hated the Kuerig since I bought it about 3 years ago. I bought this as a Christmas present and he was so excited. It works great and no more make a cup/drink a cup. He can make multiple cups and dispense as he wants them.,positive,My husband has hated the Kuerig since I bought it about 3 years ago. I bought this as a Christmas present and he was so excited. It works great and no more make a cup/drink a cup. He can make multiple cups and dispense as he wants them.,husband hat kuerig since buy year ago buy christmas present excited work great make cup drink cup make multiple cup dispense want,22
25-Jan-19,Eric Pabon,,"This coffee maker is awesome. We use it  a couple of times a day, everyday and it makes a decent cup. At its price, it’s a good deal.",positive,"This coffee maker is awesome. We use it  a couple of times a day, everyday and it makes a decent cup. At its price, it’s a good deal.",coffee maker awesome use couple time day everyday make decent cup price good deal,14
26-Feb-14,D. Eason,,"After reading all the reviews, pro and con, I decided to give it a try. It makes great coffee, is really easy to use, and easy to clean. The only drawback I saw was using the pour spout piece to fill the water reservoir. It made a mess. The problem was easily solved by simply filling the reservoir using a tea kettle, instead. I'd buy it again.",positive,"After reading all the reviews, pro and con, I decided to give it a try. It makes great coffee, is really easy to use, and easy to clean. The only drawback I saw was using the pour spout piece to fill the water reservoir. It made a mess. The problem was easily solved by simply filling the reservoir using a tea kettle, instead. I'd buy it again.",read reviews pro con decide give try make great coffee really easy use easy clean drawback saw use pour spout piece fill water reservoir make mess problem easily solve simply fill reservoir use tea kettle instead buy,37
10-Sep-16,Amazon Customer,One,Great coffee maker.  I like not having a warmer that a glass pot sits on.  Other pots we have had in the past eventually begin to rust at the warmer plate.  This pot works great and looks great.  Coffee is hot and brews very nicely.,positive,Great coffee maker.  I like not having a warmer that a glass pot sits on.  Other pots we have had in the past eventually begin to rust at the warmer plate.  This pot works great and looks great.  Coffee is hot and brews very nicely.,great coffee maker like warmer glass pot sits pot past eventually begin rust warmer plate pot work great look great coffee hot brews nicely,24
9-Feb-18,Tammy W.,,Best coffee pot ever  set boldness and a timer never had an issues with it,positive,Best coffee pot ever  set boldness and a timer never had an issues with it,best coffee pot ever set boldness timer never issue,9
28-Sep-18,marybeth,,"Works well, design nice, dispenser high enough to fit travel mug.  Lid seems cheaply made, no light on dispenser so hard to see  when cup is full.  Very loud when brewing.  Over all, makes a good cup of coffee.",positive,"Works well, design nice, dispenser high enough to fit travel mug.  Lid seems cheaply made, no light on dispenser so hard to see  when cup is full.  Very loud when brewing.  Over all, makes a good cup of coffee.",work well design nice dispenser high enough fit travel mug lid seem cheaply make light dispenser hard see cup full loud brewing make good cup coffee,26
20-Sep-19,Somebody's Dad,,HB makes two models of tank coffee makers. This one is more expensive but well worth the extra bucks.,positive,HB makes two models of tank coffee makers. This one is more expensive but well worth the extra bucks.,hb make two model tank coffee maker one expensive well worth extra buck,13
22-Dec-18,CrystalC,,"I love this coffeemaker! I love that I can set it at night and my coffee is ready and waiting for me when I wake up. And even if I oversleep, the inner reservoir keeps it hot and fresh for me. No carafe to wash (or break) and I can fill any size mug quickly and easily. Very happy with this purchase!",positive,"I love this coffeemaker! I love that I can set it at night and my coffee is ready and waiting for me when I wake up. And even if I oversleep, the inner reservoir keeps it hot and fresh for me. No carafe to wash (or break) and I can fill any size mug quickly and easily. Very happy with this purchase!",love coffeemaker love set night coffee ready wait wake even oversleep inner reservoir keep hot fresh carafe wash break fill size mug quickly easily happy purchase,26
2-Mar-15,EtTuD2,One,"We are really enjoying this coffeemaker. It works great, simple to set up and program, keeps coffee hot, PLUS - with a reusable gold filter insert, it's low eco-impact. Eschewed the K-cup craze for waste and expense; replaced our last carafe-based coffeemaker with this carafe-less system. We're very happy with this coffeemaker.",positive,"We are really enjoying this coffeemaker. It works great, simple to set up and program, keeps coffee hot, PLUS - with a reusable gold filter insert, it's low eco-impact. Eschewed the K-cup craze for waste and expense; replaced our last carafe-based coffeemaker with this carafe-less system. We're very happy with this coffeemaker.",really enjoy coffeemaker work great simple set program keep coffee hot plus reusable gold filter insert low eco impact eschew cup craze waste expense replace last carafe base coffeemaker carafe less system happy coffeemaker,34
23-Oct-19,EW,,"Easy to use, easy to program.",positive,"Easy to use, easy to program.",easy use easy program,4
30-Oct-16,Wild thing,,I love this coffee maker. This is my third one over a 10 year period. Coffee always tastes wonderful and perfectly hot. And don't forget to clean it once a month. That really makes a difference.,positive,I love this coffee maker. This is my third one over a 10 year period. Coffee always tastes wonderful and perfectly hot. And don't forget to clean it once a month. That really makes a difference.,love coffee maker third one 10 year period coffee always taste wonderful perfectly hot forget clean month really make difference,20
21-Nov-16,Corby,One,"I love this, keeps coffee hot for 4 hours. You can make 1 cup up to 12 cups. I can have coffee all day. Makes tea too. The filter comes out and the well comes out for easy cleaning. You can brew now or later. I am not disappointed.",positive,"I love this, keeps coffee hot for 4 hours. You can make 1 cup up to 12 cups. I can have coffee all day. Makes tea too. The filter comes out and the well comes out for easy cleaning. You can brew now or later. I am not disappointed.",love keeps coffee hot hour make cup 12 cup coffee day make tea filter come well come easy cleaning brew later disappointed,22
8-Jun-21,sierra,,I love it wore  our my first one  best coffee  maker ever,positive,I love it wore  our my first one  best coffee  maker ever,love wore first one best coffee maker ever,8
11-Dec-15,Amazon Customer,,"I seriously love this thing. I much prefer being able to just use ""standard"" coffee supplies rather than kcups and such. The ability to make myself enough coffee for a cup during breakfast, then enough left to fill my thermos for work, is awesome! Love it. To those who have concerns about the ""leaking"" issue. I have yet to experience anything like this, and looking at the design, if it were ever to occur. It would be easily remedied by simply cleaning the ""spout"". Would definitely recommend this for the price, cant beat it! Wouldnt trade it for a $200 kurig.",positive,"I seriously love this thing. I much prefer being able to just use ""standard"" coffee supplies rather than kcups and such. The ability to make myself enough coffee for a cup during breakfast, then enough left to fill my thermos for work, is awesome! Love it. To those who have concerns about the ""leaking"" issue. I have yet to experience anything like this, and looking at the design, if it were ever to occur. It would be easily remedied by simply cleaning the ""spout"". Would definitely recommend this for the price, cant beat it! Wouldnt trade it for a $200 kurig.",seriously love thing much prefer able use standard coffee supply rather kcups ability make enough coffee cup breakfast enough leave fill thermos work awesome love concern leaking issue yet experience anything like look design ever occur would easily remedied simply clean spout would definitely recommend price cant beat wouldnt trade 200 kurig,52
17-Jan-14,Johan,,"My roommate in college had one of these and I always liked it, so now that I'm all growed up I bought one for my office. I like the fact that there's no fragile glass carafe and I feel that the coffee tastes much fresher, even after sitting in the machine for a few hours. I like that it keeps the coffee warm for 4 hours instead of the standard 2. Overall I highly recommend it.",positive,"My roommate in college had one of these and I always liked it, so now that I'm all growed up I bought one for my office. I like the fact that there's no fragile glass carafe and I feel that the coffee tastes much fresher, even after sitting in the machine for a few hours. I like that it keeps the coffee warm for 4 hours instead of the standard 2. Overall I highly recommend it.",roommate college one always like grow buy one office like fact fragile glass carafe feel coffee taste much fresh even sit machine hour like keep coffee warm hour instead standard overall highly recommend,33
11-Jan-20,DARomero,,Great coffee pot!  Son loves it,positive,Great coffee pot!  Son loves it,great coffee pot son love,5
9-Jan-13,S. Selsavage,,"The product worked fine and pours fine and does NOT spill and I noticed: the poor reviews seem to have been written a few years ago. Maybe problem solved. One caveat: my product came w/o the metal piece that is inserted directly below the spout, on the bottom, pictured here in the Amazon photo. I simply called Hamilton Beach, sent them an email with the Amazon receipt, and they will forward me the piece.",positive,"The product worked fine and pours fine and does NOT spill and I noticed: the poor reviews seem to have been written a few years ago. Maybe problem solved. One caveat: my product came w/o the metal piece that is inserted directly below the spout, on the bottom, pictured here in the Amazon photo. I simply called Hamilton Beach, sent them an email with the Amazon receipt, and they will forward me the piece.",product work fine pours fine spill notice poor review seem write year ago maybe problem solve one caveat product come metal piece insert directly spout bottom picture amazon photo simply call hamilton beach send email amazon receipt forward piece,39
18-Jun-17,Shelton_50,,"My fav. Coffee maker, hands down. For a drip coffee maker, in my opinion you'd be hard pressed to find a better one. If you leave your coffee on for a few hours its not going to be disgusting & burned because its not on direct heat. Its a miracle!",positive,"My fav. Coffee maker, hands down. For a drip coffee maker, in my opinion you'd be hard pressed to find a better one. If you leave your coffee on for a few hours its not going to be disgusting & burned because its not on direct heat. Its a miracle!",fav coffee maker hand drip coffee maker opinion hard press find good one leave coffee hour go disgust burn direct heat miracle,22
22-Nov-19,Sam,,Absolutely love this coffee maker! Brews iced coffee everything about it is awesome!,positive,Absolutely love this coffee maker! Brews iced coffee everything about it is awesome!,absolutely love coffee maker brew ice coffee everything awesome,9
12-Jul-18,Mgilles44,,"Replaced the Ninja coffee maker as I was tired of cleaning the coffee stains in the carafe.  I was also tired of not having a cup of HOT coffee.  Well, I am very happy with my new coffee maker...no more stains to clean and I now get HOT coffee in the morning and throughout the morning!!!  A must buy!!!!",positive,"Replaced the Ninja coffee maker as I was tired of cleaning the coffee stains in the carafe.  I was also tired of not having a cup of HOT coffee.  Well, I am very happy with my new coffee maker...no more stains to clean and I now get HOT coffee in the morning and throughout the morning!!!  A must buy!!!!",replace ninja coffee maker tire clean coffee stain carafe also tire cup hot coffee well happy new coffee maker stain clean get hot coffee morning throughout morning must buy,29
11-Feb-13,Len B,One,"We were tired of broken carafes in the sink or dishwasher, and I was not impressed with the reviews of the unbreakable ones.  The Brewstation seemed like the solution we were looking for.  What can I say, it works as advertised.  There is NO problem getting the coffee into  the cup or thick mug.  (Honestly, I don't see why anyone would say that they had an issue with that) I especially like the option of 1 to 4 hours of coffee warming time.  I haven't tried the iced coffee trick, but it is an interesting idea.  It is easy to load, easy to clean and it makes great coffee.  What's not to like?",positive,"We were tired of broken carafes in the sink or dishwasher, and I was not impressed with the reviews of the unbreakable ones.  The Brewstation seemed like the solution we were looking for.  What can I say, it works as advertised.  There is NO problem getting the coffee into  the cup or thick mug.  (Honestly, I don't see why anyone would say that they had an issue with that) I especially like the option of 1 to 4 hours of coffee warming time.  I haven't tried the iced coffee trick, but it is an interesting idea.  It is easy to load, easy to clean and it makes great coffee.  What's not to like?",tire broken carafe sink dishwasher impress review unbreakable one brewstation seem like solution look say work advertised problem get coffee cup thick mug honestly see anyone would say issue especially like option hour coffee warm time try iced coffee trick interesting idea easy load easy clean make great coffee like,50
21-Jan-13,Elizabeth Elliott,,"I bought this unit to replace my previous brewstation. The upgrades from the first one i have are incredible. I love the removable resevoir, the brew strength options, and the option to have the coffee stay warm up to 4 hours! My first brewstation was purchased over 6 years ago .. it was dificult to get tall latte cups under it .. i dont have those worries any more !",positive,"I bought this unit to replace my previous brewstation. The upgrades from the first one i have are incredible. I love the removable resevoir, the brew strength options, and the option to have the coffee stay warm up to 4 hours! My first brewstation was purchased over 6 years ago .. it was dificult to get tall latte cups under it .. i dont have those worries any more !",buy unit replace previous brewstation upgrade first one incredible love removable resevoir brew strength option option coffee stay warm hour first brewstation purchase year ago dificult get tall latte cup dont worry,32
11-Feb-18,JM888,,I love this machine. I make coffee everyday and love that you can even get coffee before its completely done. Keeps the coffee hot for as long as you want it. No carafes breaking.,positive,I love this machine. I make coffee everyday and love that you can even get coffee before its completely done. Keeps the coffee hot for as long as you want it. No carafes breaking.,love machine make coffee everyday love even get coffee completely do keep coffee hot long want carafe break,18
27-Apr-14,Lee A. Bard,,"The coffee pot works great and does a great job keeping it warm. This is the second one we have bought. The  last one was equally good but started to leak from the bottom. This one is great and does not look like it will leak from the bottom. The coffee hold is up higher and is has a bigger pot size, I would buy it again.",positive,"The coffee pot works great and does a great job keeping it warm. This is the second one we have bought. The  last one was equally good but started to leak from the bottom. This one is great and does not look like it will leak from the bottom. The coffee hold is up higher and is has a bigger pot size, I would buy it again.",coffee pot work great great job keep warm second one buy last one equally good start leak bottom one great look like leak bottom coffee hold high big pot size would buy,32
26-Oct-20,paul randolph jr,,Awesome coffee maker,positive,Awesome coffee maker,awesome coffee maker,3
24-Nov-17,SoCADesertRat,,"After 4.5 years of use still going strong without any adverse issues.  Love the coffee, so much better than having a glass carafe sitting on a burner that scorches the flavor.  Highly recommend",positive,"After 4.5 years of use still going strong without any adverse issues.  Love the coffee, so much better than having a glass carafe sitting on a burner that scorches the flavor.  Highly recommend",year use still go strong without adverse issue love coffee much good glass carafe sit burner scorch flavor highly recommend,20
20-Jun-14,Kindle Customer,,"I have used Hamilton Beach BrewStation coffeemakers for years.  This one has a side container that you take to the sink, fill with water and set back on the machine.  No dismantling the machine to fill it.  The one I had before this one was a real pain to make coffee.  No pots to mess with just press your cup against the bar and you get coffee.",positive,"I have used Hamilton Beach BrewStation coffeemakers for years.  This one has a side container that you take to the sink, fill with water and set back on the machine.  No dismantling the machine to fill it.  The one I had before this one was a real pain to make coffee.  No pots to mess with just press your cup against the bar and you get coffee.",use hamilton beach brewstation coffeemakers year one side container take sink fill water set back machine dismantle machine fill one one real pain make coffee pot mess press cup bar get coffee,32
12-May-21,Anita Touchton,,I especially blove that this coffee maker keeps my coffee hot for such a long time.  I sip on my coffee throughout the morning since I work from home and I love that every time I top it off the coffee is hot like the first cup. Great product!!,positive,I especially blove that this coffee maker keeps my coffee hot for such a long time.  I sip on my coffee throughout the morning since I work from home and I love that every time I top it off the coffee is hot like the first cup. Great product!!,especially blove coffee maker keep coffee hot long time sip coffee throughout morning since work home love every time top coffee hot like first cup great product,27
6-Mar-20,Nancy Tackett,,I cant figure out how to program the timer to start on its own,positive,I cant figure out how to program the timer to start on its own,cant figure program timer start,5
4-Nov-20,Karen B.,,"We like not having a carafe.  This is the 3rd one we've ordered. We have one in our camper, and one in our house. The one in the house needed to be replaced after 3 years. We love it!",positive,"We like not having a carafe.  This is the 3rd one we've ordered. We have one in our camper, and one in our house. The one in the house needed to be replaced after 3 years. We love it!",like carafe 3rd one order one camper one house one house need replace year love,15
9-Nov-19,Brenda Mims,,I absolutely love my new coffee maker! This is my 2nd one to own! You don’t get the aroma of coffee brewing from a 1 cup coffee maker.,positive,I absolutely love my new coffee maker! This is my 2nd one to own! You don’t get the aroma of coffee brewing from a 1 cup coffee maker.,absolutely love new coffee maker 2nd one get aroma coffee brewing cup coffee maker,14
16-Nov-20,Barbara Watkins,,We ABSOLUTELY love the new coffee maker. The flavor is full & delicious!,positive,We ABSOLUTELY love the new coffee maker. The flavor is full & delicious!,absolutely love new coffee maker flavor full delicious,8
4-Oct-18,Ainjylface,,This is our third one of these. They last about a year brewing every day. After a while the dispenser begins to seep and eventually leaks. Then it’s time for another one. Much easier than dealing with the glass pots.,positive,This is our third one of these. They last about a year brewing every day. After a while the dispenser begins to seep and eventually leaks. Then it’s time for another one. Much easier than dealing with the glass pots.,third one last year brewing every day dispenser begin seep eventually leak time another one much easy deal glass pot,20
9-Feb-18,Tammy W.,,Absolutely love this coffee pot I bought another to save for a back up,positive,Absolutely love this coffee pot I bought another to save for a back up,absolutely love coffee pot buy another save back,8
20-Feb-17,Ron Nelson,One,Like it but you need to remove grounds if you want it to stay hot for extended time. You can hear the warming plate sizzling to keep it hot and there is so much steam it keeps dripping up and back down through the grounds.,positive,Like it but you need to remove grounds if you want it to stay hot for extended time. You can hear the warming plate sizzling to keep it hot and there is so much steam it keeps dripping up and back down through the grounds.,like need remove ground want stay hot extended time hear warm plate sizzling keep hot much steam keep drip back ground,21
8-Apr-16,Amnity,,Great coffee maker and love the design of it being a dispenser. That being said.....Why is there no suction cups on the front and rubber stoppers on the back to stop it from sliding????? Mind blown.,positive,Great coffee maker and love the design of it being a dispenser. That being said.....Why is there no suction cups on the front and rubber stoppers on the back to stop it from sliding????? Mind blown.,great coffee maker love design dispenser say suction cup front rubber stopper back stop slide mind blown,17
4-Jul-18,BAF,,Easy to operate. Brews great coffee. Would purchase again.,positive,Easy to operate. Brews great coffee. Would purchase again.,easy operate brew great coffee would purchase,7
2-Jun-21,zeeeman64,,I love this coffee maker for the fact there is not a glass carafe that can break and the push button dispensing in the coffee cup.,positive,I love this coffee maker for the fact there is not a glass carafe that can break and the push button dispensing in the coffee cup.,love coffee maker fact glass carafe break push button dispense coffee cup,12
6-Sep-17,Mich,,"Love this ""brew station"" except for the front drip section which fall off and disconnects easily.  Makes great coffee, hope they bring back the other models though.",positive,"Love this ""brew station"" except for the front drip section which fall off and disconnects easily.  Makes great coffee, hope they bring back the other models though.",love brew station except front drip section fall disconnect easily make great coffee hope bring back model though,18
11-Dec-17,george,,"Really great with no carafe. my wife is a coffee snob and loves it easy to use , fill and clean...awesome",positive,"Really great with no carafe. my wife is a coffee snob and loves it easy to use , fill and clean...awesome",really great carafe wife coffee snob love easy use fill clean awesome,12
5-Feb-21,David Popham,,Stays hot longer than Mr. Coffee.,positive,Stays hot longer than Mr. Coffee.,stay hot long mr coffee,5
22-Sep-14,Virago,One,I love this coffee maker.  I love that all of the water compartments are separate and removable.  I had an older version where the water went inside the machine and it was next to impossible to clean it.  The two separate compartments make cleaning and caring for the machine so much easier.  And it brews a great cup of coffee.,positive,I love this coffee maker.  I love that all of the water compartments are separate and removable.  I had an older version where the water went inside the machine and it was next to impossible to clean it.  The two separate compartments make cleaning and caring for the machine so much easier.  And it brews a great cup of coffee.,love coffee maker love water compartment separate removable old version water go inside machine next impossible clean two separate compartment make cleaning caring machine much easy brew great cup coffee,30
12-May-13,Frank,,This is a nice solution to the home that wants to get away from a carafe but also can't stand using Keurig cups.  A carafe has always been acceptable but a bit cumbersome.  Keurig cups leak sometimes and eventually the cost of them becomes ridiculous.  This inexpensive brewer works well had has most of the features for someone that just simply wants a good cup of coffee in a large mug!,positive,This is a nice solution to the home that wants to get away from a carafe but also can't stand using Keurig cups.  A carafe has always been acceptable but a bit cumbersome.  Keurig cups leak sometimes and eventually the cost of them becomes ridiculous.  This inexpensive brewer works well had has most of the features for someone that just simply wants a good cup of coffee in a large mug!,nice solution home want get away carafe also stand use keurig cup carafe always acceptable bit cumbersome keurig cup leak sometimes eventually cost become ridiculous inexpensive brewer work well feature someone simply want good cup coffee large mug,38
9-Apr-19,Ashley Betterly,,Easy to clean and use. I love being able to brew iced coffee or hot coffee with the same brewer.,positive,Easy to clean and use. I love being able to brew iced coffee or hot coffee with the same brewer.,easy clean use love able brew iced coffee hot coffee brewer,11
30-Sep-19,Cami,,It’s so easy to use and saves me tons of money making my ice coffee at home!,positive,It’s so easy to use and saves me tons of money making my ice coffee at home!,easy use save ton money make ice coffee home,9
6-Jul-21,Erica,,I love this machine. I have it set next to the keurig for the flexibility. So easy to preset so I can zombie my way thru the morning ritual!,positive,I love this machine. I have it set next to the keurig for the flexibility. So easy to preset so I can zombie my way thru the morning ritual!,love machine set next keurig flexibility easy preset zombie way thru morning ritual,13
25-Jul-17,Varghese Samuel,,Works great. Have for a couple of months now. My 3rd in 12 years. Love everything this type of coffee maker.,positive,Works great. Have for a couple of months now. My 3rd in 12 years. Love everything this type of coffee maker.,work great couple month 3rd 12 year love everything type coffee maker,12
11-Jan-20,bretsfp,,"No more forgetting to put the carafe back, so no more coffee on the counter",positive,"No more forgetting to put the carafe back, so no more coffee on the counter",forgetting put carafe back coffee counter,6
11-May-21,Marc P.,,This replaced a cuisinart which was triple the price. It makes good coffee but a little less Easy to clean A little noisy when brewing. Controls are clear and straightforward. Great machine for the price if it holds up,positive,This replaced a cuisinart which was triple the price. It makes good coffee but a little less Easy to clean A little noisy when brewing. Controls are clear and straightforward. Great machine for the price if it holds up,replace cuisinart triple price make good coffee little less easy clean little noisy brewing control clear straightforward great machine price hold,21
26-Feb-20,Nichole Martinez,,Bought as a gift and they loved it!!!! Used daily since Christmas and it works wonderfully.,positive,Bought as a gift and they loved it!!!! Used daily since Christmas and it works wonderfully.,buy gift love use daily since christmas work wonderfully,9
2-Jul-16,J. Thomsen,,I first used this coffee maker at work.  I liked the design so much I decided to get one for home. I like that the coffee doesn't have a burnt taste if it sits for awhile to keep warm. Clean up is easy.  It's also able to be programmed so you can wake up to coffee.,positive,I first used this coffee maker at work.  I liked the design so much I decided to get one for home. I like that the coffee doesn't have a burnt taste if it sits for awhile to keep warm. Clean up is easy.  It's also able to be programmed so you can wake up to coffee.,first use coffee maker work like design much decide get one home like coffee burn taste sit awhile keep warm clean easy also able program wake coffee,27
20-May-21,victor flanders,,It was exactly what I was looking for again seems like the other retail places don't carry this item anymore .you can't go wrong with this item you can program it to start when you want it to.,positive,It was exactly what I was looking for again seems like the other retail places don't carry this item anymore .you can't go wrong with this item you can program it to start when you want it to.,exactly look seem like retail place carry item anymore go wrong item program start want,15
8-Sep-14,Lori B,,I love it! So easy to use & easy to clean. My husband & I had a Mr. Coffee 8-Cup Thermal Coffeemaker & after I pitched that one for more reasons that I feel like typing...this Brewstation was what we should have originally purchased. It's awesome! I had a few of my friends over for a dinner party & they were all impressed with this coffee maker.,positive,I love it! So easy to use & easy to clean. My husband & I had a Mr. Coffee 8-Cup Thermal Coffeemaker & after I pitched that one for more reasons that I feel like typing...this Brewstation was what we should have originally purchased. It's awesome! I had a few of my friends over for a dinner party & they were all impressed with this coffee maker.,love easy use easy clean husband mr coffee cup thermal coffeemaker pitch one reason feel like type brewstation originally purchase awesome friend dinner party impress coffee maker,27
6-Nov-13,The House That Shamrock Built,,"wonderful coffee maker makes great coffee every time had mines for two years and it's still is great "" only thing is you have to keep the drip tray clean and check for occasionally insects "" I have know idea why they are attracted to the electrical outlet when it is plugged in but other than that it's a great coffee maker easy , if your that person on the go ""..",positive,"wonderful coffee maker makes great coffee every time had mines for two years and it's still is great "" only thing is you have to keep the drip tray clean and check for occasionally insects "" I have know idea why they are attracted to the electrical outlet when it is plugged in but other than that it's a great coffee maker easy , if your that person on the go ""..",wonderful coffee maker make great coffee every time mine two year still great thing keep drip tray clean check occasionally insect know idea attract electrical outlet plug great coffee maker easy person go,33
24-Dec-15,E. H.,,"The cord is crazy short on this coffee pot, so I had to use an extension cord to even reach the plug. Otherwise, this pot is wonderful! I love the level to dispense coffee. No carafe to clean and the coffee stays hot for a predetermined amount of time. The coffee pot is easy to fill each  day. Great purchase!",positive,"The cord is crazy short on this coffee pot, so I had to use an extension cord to even reach the plug. Otherwise, this pot is wonderful! I love the level to dispense coffee. No carafe to clean and the coffee stays hot for a predetermined amount of time. The coffee pot is easy to fill each  day. Great purchase!",cord crazy short coffee pot use extension cord even reach plug otherwise pot wonderful love level dispense coffee carafe clean coffee stay hot predetermined amount time coffee pot easy fill day great purchase,33
24-Mar-16,A. Theresa Duncan,,I like most of the features of this coffee maker. The removable carafe can spill sometimes while pouring it in to the base if you are not careful. I like the rewarm setting and not having that burnt coffee taste.,positive,I like most of the features of this coffee maker. The removable carafe can spill sometimes while pouring it in to the base if you are not careful. I like the rewarm setting and not having that burnt coffee taste.,like feature coffee maker removable carafe spill sometimes pour base careful like rewarm setting burnt coffee taste,17
